anchor;x;y;distance;distance_cm;channel;rssi
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-53
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-51
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
s3;1.4298658120190435;8.570134187980956;2.0221356237309496;202;0;-52
