anchor;x;y;distance;distance_cm;channel;rssi
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-47
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-47
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-47
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
s0;1;1;1.4142135623730951;141;0;-45
