temp_step,temp_sec,temp_nsec,robot_odom_x,robot_odom_y,robot_odom_w,robot_pos_x,robot_pos_y,robot_pos_w,vel_x,vel_y,vel_w,rssi1,lqi1,noise1,status1,rssi2,lqi2,noise2,status2,rssi3,lqi3,noise3,status3,rssi4,lqi4,noise4,status4
        1, 1652380260,  171842098,  0.000000,  0.000000,  0.000000,  1.199379,  0.897429,  0.032005,  0.000000,  0.000000,  0.000000,-43.000000,67.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0,0.000000,0.000000,0.000000, 0,0.000000,0.000000,0.000000, 0
        2, 1652380261,  171236991,  0.000506,  0.000000,  1.000000,  1.199442,  0.897371,  0.032487,  0.000000,  0.000000,  0.000000,-43.000000,67.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0,0.000000,0.000000,0.000000, 0
        3, 1652380262,  171483993,  0.000506,  0.000000,  1.000000,  1.199576,  0.897553,  0.033447,  0.000000,  0.000000,  0.000000,-42.000000,68.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-42.000000,68.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0
        4, 1652380263,  172159910,  0.000506,  0.000000,  1.000000,  1.199449,  0.897377,  0.033728,  0.000000,  0.000000,  0.000000,-43.000000,67.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-43.000000,67.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0
        5, 1652380264,  171391010,  0.000506,  0.000000,  1.000000,  1.199459,  0.897505,  0.030766,  0.000000,  0.000000,  0.000000,-43.000000,67.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-43.000000,67.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0
        6, 1652380265,  172950983,  0.001620,  0.000000,  1.000000,  1.199724,  0.898933,  0.036405,  0.010000,  0.000000,  0.000000,-42.000000,68.000000,-256.000000, 1,-37.000000,70.000000,-256.000000, 1,-43.000000,67.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0
        7, 1652380266,  172808885,  0.014756,  0.000000,  1.000000,  1.199558,  0.913724,  0.040548,  0.030000,  0.000000,  0.000000,-42.000000,68.000000,-256.000000, 1,-37.000000,70.000000,-256.000000, 1,-43.000000,67.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0
        8, 1652380267,  171413898,  0.046243,  0.000000,  1.000000,  1.199016,  0.948302,  0.037988,  0.040000,  0.000000,  0.000000,-42.000000,68.000000,-256.000000, 1,-36.000000,70.000000,-256.000000, 1,-43.000000,67.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0
        9, 1652380268,  172980070,  0.089372,  0.000000,  1.000000,  1.197300,  0.998481,  0.030026,  0.050000,  0.000000,  0.000000,-43.000000,67.000000,-256.000000, 1,-35.000000,70.000000,-256.000000, 1,-46.000000,64.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0
       10, 1652380269,  171983003,  0.141461,  0.000000,  1.000000,  1.196094,  1.052842,  0.037787,  0.060000,  0.000000,  0.000000,-40.000000,70.000000,-256.000000, 1,-30.000000,70.000000,-256.000000, 1,-56.000000,54.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0
       11, 1652380270,  172971963,  0.199904,  0.000000,  1.000000,  1.195339,  1.117676,  0.033184,  0.060000,  0.000000,  0.000000,-40.000000,70.000000,-256.000000, 1,-36.000000,70.000000,-256.000000, 1,-56.000000,54.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0
       12, 1652380271,  172930955,  0.260700,  0.000000,  1.000000,  1.192874,  1.184376,  0.041358,  0.060000,  0.000000,  0.000000,-34.000000,70.000000,-256.000000, 1,-35.000000,70.000000,-256.000000, 1,-52.000000,58.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0
