temp_step,temp_sec,temp_nsec,robot_odom_x,robot_odom_y,robot_odom_w,robot_pos_x,robot_pos_y,robot_pos_w,vel_x,vel_y,vel_w,rssi1,lqi1,noise1,status1,rssi2,lqi2,noise2,status2,rssi3,lqi3,noise3,status3,rssi4,lqi4,noise4,status4
      324, 1652470201,  809294939, 26.030514,  0.000000,  1.000000,  1.196497,  0.830870,  0.982571,  0.010000,  0.000000,  0.000000,-47.000000,63.000000,-256.000000, 1,-43.000000,67.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,0.000000,0.000000,0.000000, 0
      325, 1652470202,  810702085, 26.037804,  0.000000,  1.000000,  1.196139,  0.835410,  0.982748,  0.020000,  0.000000,  0.000000,-47.000000,63.000000,-256.000000, 1,-44.000000,66.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-50.000000,60.000000,-256.000000, 1
      326, 1652470203,  808965921, 26.060308,  0.000000,  1.000000,  1.195404,  0.861818,  0.982911,  0.030000,  0.000000,  0.000000,-47.000000,63.000000,-256.000000, 1,-42.000000,68.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-50.000000,60.000000,-256.000000, 1
      327, 1652470204,  810630083, 26.093493,  0.000000,  1.000000,  1.193789,  0.897140,  0.983281,  0.040000,  0.000000,  0.000000,-46.000000,64.000000,-256.000000, 1,-42.000000,68.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-43.000000,67.000000,-256.000000, 1
      328, 1652470205,  810698032, 26.132221,  0.000000,  1.000000,  1.191816,  0.942161,  0.983351,  0.050000,  0.000000,  0.000000,-48.000000,62.000000,-256.000000, 1,-44.000000,66.000000,-256.000000, 1,-37.000000,70.000000,-256.000000, 1,-42.000000,68.000000,-256.000000, 1
      329, 1652470206,  809243917, 26.180490,  0.000000,  1.000000,  1.189255,  0.998096,  0.982603,  0.050000,  0.000000,  0.000000,-47.000000,63.000000,-256.000000, 1,-43.000000,67.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-35.000000,70.000000,-256.000000, 1
      330, 1652470207,  809845924, 26.234480,  0.000000,  1.000000,  1.186126,  1.058164,  0.982604,  0.060000,  0.000000,  0.000000,-39.000000,70.000000,-256.000000, 1,-33.000000,70.000000,-256.000000, 1,-36.000000,70.000000,-256.000000, 1,-47.000000,63.000000,-256.000000, 1
      331, 1652470208,  809209108, 26.294971,  0.000000,  1.000000,  1.182929,  1.126261,  0.982660,  0.060000,  0.000000,  0.000000,-47.000000,63.000000,-256.000000, 1,-40.000000,70.000000,-256.000000, 1,-29.000000,70.000000,-256.000000, 1,-55.000000,55.000000,-256.000000, 1
      332, 1652470209,  810615062, 26.356432,  0.000000,  1.000000,  1.179290,  1.196182,  0.982587,  0.060000,  0.000000,  0.000000,-50.000000,60.000000,-256.000000, 1,-41.000000,69.000000,-256.000000, 1,-37.000000,70.000000,-256.000000, 1,-44.000000,66.000000,-256.000000, 1
      333, 1652470210,  810384035, 26.415964,  0.000000,  1.000000,  1.174785,  1.264132,  0.982538,  0.060000,  0.000000,  0.000000,-45.000000,65.000000,-256.000000, 1,-40.000000,70.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-45.000000,65.000000,-256.000000, 1
      334, 1652470211,  808942079, 26.472914,  0.000000,  1.000000,  1.171419,  1.330741,  0.982574,  0.060000,  0.000000,  0.000000,-45.000000,65.000000,-256.000000, 1,-40.000000,70.000000,-256.000000, 1,-37.000000,70.000000,-256.000000, 1,-50.000000,60.000000,-256.000000, 1
      335, 1652470212,  810277938, 26.535606,  0.000000,  1.000000,  1.167727,  1.401160,  0.983060,  0.060000,  0.000000,  0.000000,-42.000000,68.000000,-256.000000, 1,-35.000000,70.000000,-256.000000, 1,-40.000000,70.000000,-256.000000, 1,-49.000000,61.000000,-256.000000, 1
      336, 1652470213,  808967113, 26.594755,  0.000000,  1.000000,  1.163973,  1.471027,  0.982586,  0.060000,  0.000000,  0.000000,-45.000000,65.000000,-256.000000, 1,-42.000000,68.000000,-256.000000, 1,-37.000000,70.000000,-256.000000, 1,-49.000000,61.000000,-256.000000, 1
      337, 1652470214,  810766935, 26.654669,  0.000000,  1.000000,  1.159634,  1.541722,  0.982800,  0.060000,  0.000000,  0.000000,-40.000000,70.000000,-256.000000, 1,-37.000000,70.000000,-256.000000, 1,-36.000000,70.000000,-256.000000, 1,-50.000000,60.000000,-256.000000, 1
      338, 1652470215,  809535980, 26.712557,  0.000000,  1.000000,  1.156289,  1.608253,  0.983263,  0.060000,  0.000000,  0.000000,-38.000000,70.000000,-256.000000, 1,-40.000000,70.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-53.000000,57.000000,-256.000000, 1
      339, 1652470216,  808892011, 26.767962,  0.000000,  1.000000,  1.153069,  1.670255,  0.983508,  0.060000,  0.000000,  0.000000,-48.000000,62.000000,-256.000000, 1,-40.000000,70.000000,-256.000000, 1,-33.000000,70.000000,-256.000000, 1,-52.000000,58.000000,-256.000000, 1
      340, 1652470217,  810694932, 26.831896,  0.000000,  1.000000,  1.148797,  1.743135,  0.984059,  0.060000,  0.000000,  0.000000,-43.000000,67.000000,-256.000000, 1,-42.000000,68.000000,-256.000000, 1,-35.000000,70.000000,-256.000000, 1,-50.000000,60.000000,-256.000000, 1
      341, 1652470218,  808959960, 26.843693,  0.000000,  1.000000,  1.147788,  1.761205,  0.983999,  0.000000,  0.000000,  0.000000,-48.000000,62.000000,-256.000000, 1,-43.000000,67.000000,-256.000000, 1,-30.000000,70.000000,-256.000000, 1,-42.000000,68.000000,-256.000000, 1
      342, 1652470219,  810369968, 26.843819,  0.000000,  1.000000,  1.148075,  1.761396,  0.983580,  0.000000,  0.000000, -0.200000,-46.000000,64.000000,-256.000000, 1,-40.000000,70.000000,-256.000000, 1,-34.000000,70.000000,-256.000000, 1,-43.000000,67.000000,-256.000000, 1
      343, 1652470220,  809883117, 26.844624,  0.000000,  1.000000,  1.156557,  1.765532,  0.950625,  0.000000,  0.000000, -0.400000,-46.000000,64.000000,-256.000000, 1,-44.000000,66.000000,-256.000000, 1,-31.000000,70.000000,-256.000000, 1,-44.000000,66.000000,-256.000000, 1
      344, 1652470221,  809077978, 26.844549,  0.000000,  1.000000,  1.172622,  1.764640,  0.862254,  0.000000,  0.000000, -0.500000,-52.000000,58.000000,-256.000000, 1,-37.000000,70.000000,-256.000000, 1,-32.000000,70.000000,-256.000000, 1,-39.000000,70.000000,-256.000000, 1
      345, 1652470222,  810687065, 26.844269,  0.000000,  1.000000,  1.187871,  1.755503,  0.716187,  0.000000,  0.000000, -0.500000,-42.000000,68.000000,-256.000000, 1,-42.000000,68.000000,-256.000000, 1,-28.000000,70.000000,-256.000000, 1,-40.000000,70.000000,-256.000000, 1
      346, 1652470223,  809030055, 26.845613,  0.000000,  1.000000,  1.192769,  1.749150,  0.635060,  0.020000,  0.000000,  0.000000,-47.000000,63.000000,-256.000000, 1,-39.000000,70.000000,-256.000000, 1,-34.000000,70.000000,-256.000000, 1,-49.000000,61.000000,-256.000000, 1
      347, 1652470224,  810664892, 26.865763,  0.000000,  1.000000,  1.216659,  1.752414,  0.618157,  0.020000,  0.000000, -0.100000,-44.000000,66.000000,-256.000000, 1,-47.000000,63.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-44.000000,66.000000,-256.000000, 1
      348, 1652470225,  809802055, 26.884798,  0.000000,  1.000000,  1.238965,  1.751529,  0.580328,  0.020000,  0.000000,  0.000000,-44.000000,66.000000,-256.000000, 1,-45.000000,65.000000,-256.000000, 1,-37.000000,70.000000,-256.000000, 1,-42.000000,68.000000,-256.000000, 1
      349, 1652470226,  810844898, 26.914412,  0.000000,  1.000000,  1.272069,  1.753476,  0.575545,  0.040000,  0.000000,  0.000000,-41.000000,69.000000,-256.000000, 1,-42.000000,68.000000,-256.000000, 1,-36.000000,70.000000,-256.000000, 1,-41.000000,69.000000,-256.000000, 1
      350, 1652470227,  810688972, 26.965286,  0.000000,  1.000000,  1.327361,  1.756923,  0.573909,  0.060000,  0.000000,  0.000000,-35.000000,70.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-37.000000,70.000000,-256.000000, 1,-41.000000,69.000000,-256.000000, 1
      351, 1652470228,  808959007, 27.020565,  0.000000,  1.000000,  1.395270,  1.760949,  0.576275,  0.070000,  0.000000,  0.000000,-41.000000,69.000000,-256.000000, 1,-35.000000,70.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-36.000000,70.000000,-256.000000, 1
      352, 1652470229,  810684919, 27.093534,  0.000000,  1.000000,  1.474416,  1.765397,  0.574894,  0.070000,  0.000000,  0.000000,-41.000000,69.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-37.000000,70.000000,-256.000000, 1,-50.000000,60.000000,-256.000000, 1
      353, 1652470230,  808954954, 27.163490,  0.000000,  1.000000,  1.511151,  1.768340,  0.558157,  0.070000,  0.000000,  0.000000,-51.000000,59.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-35.000000,70.000000,-256.000000, 1,-45.000000,65.000000,-256.000000, 1
      354, 1652470231,  810914039, 27.231195,  0.000000,  1.000000,  1.511151,  1.768340,  0.558157,  0.070000,  0.000000,  0.000000,-43.000000,67.000000,-256.000000, 1,-39.000000,70.000000,-256.000000, 1,-37.000000,70.000000,-256.000000, 1,-43.000000,67.000000,-256.000000, 1
      355, 1652470232,  810674905, 27.301558,  0.000000,  1.000000,  1.511151,  1.768340,  0.558157,  0.070000,  0.000000,  0.000000,-45.000000,65.000000,-256.000000, 1,-38.000000,70.000000,-256.000000, 1,-35.000000,70.000000,-256.000000, 1,-44.000000,66.000000,-256.000000, 1
